"int_pair","typeA","typeB","clustA","clustB","value"
"ICAM4 & aLb2 complex","L","R","T_cell","T_cell",0.752
"ICOSLG & ICOS","L","R","B_cell","T_cell",0.386
"ICOSLG & ICOS","L","R","Macro","T_cell",0.389
"IFNG & Type II IFNR","L","R","NK","B_cell",0.441
"IFNG & Type II IFNR","L","R","NK","CAF",0.516
"IFNG & Type II IFNR","L","R","NK","Endo",0.584
"IFNG & Type II IFNR","L","R","NK","Macro",0.868
"IFNG & Type II IFNR","L","R","T_cell","B_cell",0.603
"IFNG & Type II IFNR","L","R","T_cell","CAF",0.678
"IFNG & Type II IFNR","L","R","T_cell","Endo",0.745
"IFNG & Type II IFNR","L","R","T_cell","Macro",1.029
"IFNG & Type II IFNR","L","R","T_cell","malignant_cell",0.54
"IFNG & Type II IFNR","L","R","T_cell","NK",0.555
"IFNG & Type II IFNR","L","R","T_cell","T_cell",0.383
"IGF1 & a6b4 complex","L","R","B_cell","Endo",0.386
"IGF1 & a6b4 complex","L","R","B_cell","malignant_cell",0.167
"IGF1 & a6b4 complex","L","R","CAF","Endo",0.602
"IGF1 & a6b4 complex","L","R","CAF","malignant_cell",0.383
"IGF1 & a6b4 complex","L","R","Endo","Endo",0.521
"IGF1 & a6b4 complex","L","R","Endo","malignant_cell",0.302
"IGF1 & a6b4 complex","L","R","Macro","Endo",0.475
"IGF1 & a6b4 complex","L","R","Macro","malignant_cell",0.255
"IGF1 & a6b4 complex","L","R","malignant_cell","Endo",0.324
"IGF1 & a6b4 complex","L","R","NK","Endo",0.363
"IGF1 & a6b4 complex","L","R","NK","malignant_cell",0.144
"IGF1 & a6b4 complex","L","R","T_cell","Endo",0.385
"IGF1 & a6b4 complex","L","R","T_cell","malignant_cell",0.166
"IGF1 & IGF1R","L","R","B_cell","CAF",0.326
"IGF1 & IGF1R","L","R","B_cell","Endo",0.333
"IGF1 & IGF1R","L","R","B_cell","malignant_cell",0.403
"IGF1 & IGF1R","L","R","CAF","B_cell",0.388
"IGF1 & IGF1R","L","R","CAF","CAF",0.542
"IGF1 & IGF1R","L","R","CAF","Endo",0.549
"IGF1 & IGF1R","L","R","CAF","Macro",0.345
"IGF1 & IGF1R","L","R","CAF","malignant_cell",0.62
"IGF1 & IGF1R","L","R","CAF","NK",0.382
"IGF1 & IGF1R","L","R","Endo","B_cell",0.307
"IGF1 & IGF1R","L","R","Endo","CAF",0.461
"IGF1 & IGF1R","L","R","Endo","Endo",0.468
"IGF1 & IGF1R","L","R","Endo","Macro",0.264
"IGF1 & IGF1R","L","R","Endo","malignant_cell",0.538
"IGF1 & IGF1R","L","R","Endo","NK",0.301
"IGF1 & IGF1R","L","R","Macro","B_cell",0.26
"IGF1 & IGF1R","L","R","Macro","CAF",0.415
"IGF1 & IGF1R","L","R","Macro","Endo",0.422
"IGF1 & IGF1R","L","R","Macro","malignant_cell",0.492
"IGF1 & IGF1R","L","R","malignant_cell","CAF",0.264
"IGF1 & IGF1R","L","R","malignant_cell","malignant_cell",0.341
"IGF1 & IGF1R","L","R","NK","CAF",0.303
"IGF1 & IGF1R","L","R","NK","Endo",0.31
"IGF1 & IGF1R","L","R","NK","malignant_cell",0.381
"IGF1 & IGF1R","L","R","T_cell","CAF",0.325
"IGF1 & IGF1R","L","R","T_cell","Endo",0.332
"IGF1 & IGF1R","L","R","T_cell","malignant_cell",0.403
"IGF2 & IDE","L","R","CAF","B_cell",0.397
"IGF2 & IDE","L","R","CAF","CAF",0.441
"IGF2 & IDE","L","R","CAF","Endo",0.416
"IGF2 & IDE","L","R","CAF","Macro",0.4
"IGF2 & IDE","L","R","CAF","malignant_cell",0.426
"IGF2 & IDE","L","R","CAF","T_cell",0.424
"IGF2 & IDE","L","R","Endo","CAF",0.161
"IGF2 & IDE","L","R","Endo","Endo",0.137
"IGF2 & IDE","L","R","Endo","malignant_cell",0.146
"IGF2 & IDE","L","R","Endo","T_cell",0.144
"IGF2 & IGF1R","L","R","CAF","B_cell",0.396
"IGF2 & IGF1R","L","R","CAF","CAF",0.55
"IGF2 & IGF1R","L","R","CAF","Endo",0.557
"IGF2 & IGF1R","L","R","CAF","Macro",0.353
"IGF2 & IGF1R","L","R","CAF","malignant_cell",0.627
"IGF2 & IGF1R","L","R","CAF","NK",0.39
"IGF2 & IGF1R","L","R","Endo","CAF",0.271
"IGF2 & IGF1R","L","R","Endo","Endo",0.278
"IGF2 & IGF1R","L","R","Endo","malignant_cell",0.348
"IGF2 & IGF2R","L","R","CAF","CAF",0.478
"IGF2 & IGF2R","L","R","CAF","Endo",0.452
"IGF2 & IGF2R","L","R","CAF","Macro",0.473
"IGF2 & IGF2R","L","R","CAF","malignant_cell",0.476
"IGF2 & IGF2R","L","R","CAF","NK",0.463
"IGF2 & IGF2R","L","R","CAF","T_cell",0.446
"IGF2 & IGF2R","L","R","Endo","CAF",0.198
"IGF2 & IGF2R","L","R","Endo","Macro",0.193
"IGF2 & IGF2R","L","R","Endo","malignant_cell",0.196
"IGF2 & IGF2R","L","R","Endo","NK",0.183
"IGF2 & IGF2R","L","R","Endo","T_cell",0.166
"IL10 & IL10 receptor","L","R","B_cell","B_cell",0.592
"IL10 & IL10 receptor","L","R","T_cell","B_cell",0.608
"IL10 & IL10 receptor","L","R","B_cell","CAF",0.692
"IL10 & IL10 receptor","L","R","Macro","CAF",0.686
"IL10 & IL10 receptor","L","R","NK","CAF",0.663
"IL10 & IL10 receptor","L","R","T_cell","CAF",0.708
"IL10 & IL10 receptor","L","R","B_cell","Endo",0.675
"IL10 & IL10 receptor","L","R","Macro","Endo",0.668
"IL10 & IL10 receptor","L","R","NK","Endo",0.646
"IL10 & IL10 receptor","L","R","T_cell","Endo",0.691
"IL10 & IL10 receptor","L","R","B_cell","Macro",0.883
"IL10 & IL10 receptor","L","R","CAF","Macro",0.674
"IL10 & IL10 receptor","L","R","Endo","Macro",0.701
"IL10 & IL10 receptor","L","R","Macro","Macro",0.876
"IL10 & IL10 receptor","L","R","malignant_cell","Macro",0.655
"IL10 & IL10 receptor","L","R","NK","Macro",0.854
"IL10 & IL10 receptor","L","R","T_cell","Macro",0.899
"IL10 & IL10 receptor","L","R","B_cell","malignant_cell",0.606
"IL10 & IL10 receptor","L","R","T_cell","malignant_cell",0.622
"IL10 & IL10 receptor","L","R","B_cell","T_cell",0.627
"IL10 & IL10 receptor","L","R","Macro","T_cell",0.62
"IL10 & IL10 receptor","L","R","T_cell","T_cell",0.643
"IL11 & IL11 receptor","L","R","B_cell","CAF",0.394
"IL11 & IL11 receptor","L","R","NK","CAF",0.419
"IL11 & IL11 receptor","L","R","T_cell","CAF",0.4
"IL11 & IL11 receptor","L","R","B_cell","malignant_cell",0.343
"IL11 & IL11 receptor","L","R","NK","malignant_cell",0.368
"IL11 & IL11 receptor","L","R","T_cell","malignant_cell",0.349
"IL11 & IL11 receptor","L","R","B_cell","T_cell",0.311
"IL11 & IL11 receptor","L","R","NK","T_cell",0.336
"IL11 & IL11 receptor","L","R","T_cell","T_cell",0.317
"IL15 & IL15 receptor","L","R","B_cell","NK",0.995
"IL15 & IL15 receptor","L","R","CAF","NK",1.02
"IL15 & IL15 receptor","L","R","Endo","NK",1.055
"IL15 & IL15 receptor","L","R","Macro","NK",1.083
"IL15 & IL15 receptor","L","R","malignant_cell","NK",0.938
"IL15 & IL15 receptor","L","R","NK","NK",0.998
"IL15 & IL15 receptor","L","R","T_cell","NK",0.981
"IL15 & IL15 receptor","L","R","B_cell","T_cell",0.539
"IL15 & IL15 receptor","L","R","CAF","T_cell",0.564
"IL15 & IL15 receptor","L","R","Endo","T_cell",0.599
"IL15 & IL15 receptor","L","R","Macro","T_cell",0.627
"IL15 & IL15 receptor","L","R","malignant_cell","T_cell",0.482
"IL15 & IL15 receptor","L","R","NK","T_cell",0.542
"IL15 & IL15 receptor","L","R","T_cell","T_cell",0.525
"IL15 & IL15RA","L","R","B_cell","CAF",0.318
"IL15 & IL15RA","L","R","B_cell","Endo",0.359
"IL15 & IL15RA","L","R","B_cell","Macro",0.28
"IL15 & IL15RA","L","R","CAF","CAF",0.342
"IL15 & IL15RA","L","R","CAF","Endo",0.384
"IL15 & IL15RA","L","R","CAF","Macro",0.304
"IL15 & IL15RA","L","R","Endo","CAF",0.378
"IL15 & IL15RA","L","R","Endo","Endo",0.419
"IL15 & IL15RA","L","R","Endo","Macro",0.34
"IL15 & IL15RA","L","R","Macro","CAF",0.405
"IL15 & IL15RA","L","R","Macro","Endo",0.447
"IL15 & IL15RA","L","R","Macro","Macro",0.367
"IL15 & IL15RA","L","R","malignant_cell","CAF",0.261
"IL15 & IL15RA","L","R","malignant_cell","Endo",0.302
"IL15 & IL15RA","L","R","malignant_cell","Macro",0.223
"IL15 & IL15RA","L","R","NK","CAF",0.321
"IL15 & IL15RA","L","R","NK","Endo",0.362
"IL15 & IL15RA","L","R","NK","Macro",0.283
"IL15 & IL15RA","L","R","T_cell","CAF",0.304
"IL15 & IL15RA","L","R","T_cell","Endo",0.345
"IL15 & IL15RA","L","R","T_cell","Macro",0.266
"IL18 & IL18 receptor","L","R","B_cell","NK",0.507
"IL18 & IL18 receptor","L","R","CAF","NK",0.436
"IL18 & IL18 receptor","L","R","Endo","NK",0.441
"IL18 & IL18 receptor","L","R","Macro","NK",0.681
"IL18 & IL18 receptor","L","R","malignant_cell","NK",0.408
"IL18 & IL18 receptor","L","R","NK","NK",0.468
"IL18 & IL18 receptor","L","R","T_cell","NK",0.472
"IL1A & IL1 receptor","L","R","Macro","B_cell",0.131
"IL1A & IL1 receptor","L","R","Macro","CAF",0.322
"IL1A & IL1 receptor","L","R","Macro","Endo",0.426
"IL1A & IL1 receptor","L","R","Macro","Macro",0.111
"IL1A & IL1 receptor","L","R","Macro","malignant_cell",0.105
"IL1A & IL1 receptor","L","R","Macro","NK",0.15
"IL1A & IL1 receptor","L","R","Macro","T_cell",0.127
"IL1A & IL1 receptor inhibitor","L","R","Macro","Macro",0.177
"IL1B & ADRB2","L","R","Macro","CAF",0.474
"IL1B & ADRB2","L","R","Macro","Endo",0.502
"IL1B & ADRB2","L","R","Macro","Macro",0.53
"IL1B & ADRB2","L","R","Macro","NK",0.733
"IL1B & IL1 receptor","L","R","Macro","B_cell",0.494
"IL1B & IL1 receptor","L","R","Macro","CAF",0.684
"IL1B & IL1 receptor","L","R","Macro","Endo",0.789
"IL1B & IL1 receptor","L","R","Macro","Macro",0.473
"IL1B & IL1 receptor","L","R","Macro","malignant_cell",0.467
"IL1B & IL1 receptor","L","R","Macro","NK",0.512
"IL1B & IL1 receptor","L","R","Macro","T_cell",0.49
"IL1B & IL1 receptor inhibitor","L","R","Macro","Macro",0.539
"IL1RN & IL1 receptor","L","R","Macro","B_cell",0.436
"IL1RN & IL1 receptor","L","R","Macro","CAF",0.626
"IL1RN & IL1 receptor","L","R","Macro","Endo",0.731
"IL1RN & IL1 receptor","L","R","Macro","Macro",0.416
"IL1RN & IL1 receptor","L","R","Macro","malignant_cell",0.409
"IL1RN & IL1 receptor","L","R","Macro","NK",0.454
"IL1RN & IL1 receptor","L","R","Macro","T_cell",0.432
"IL1RN & IL1 receptor inhibitor","L","R","Macro","Macro",0.481
"IL24 & NOTCH2","L","R","B_cell","B_cell",0.363
"IL24 & NOTCH2","L","R","B_cell","CAF",0.5
"IL24 & NOTCH2","L","R","B_cell","Macro",0.395
"IL24 & NOTCH2","L","R","B_cell","malignant_cell",0.395
"IL24 & NOTCH2","L","R","B_cell","NK",0.33
"IL33 & IL33 receptor","L","R","CAF","CAF",0.277
"IL33 & IL33 receptor","L","R","Endo","CAF",0.529
"IL33 & IL33 receptor","L","R","CAF","Endo",0.283
"IL33 & IL33 receptor","L","R","Endo","Endo",0.534
"IL33 & IL33 receptor","L","R","CAF","Macro",0.268
"IL33 & IL33 receptor","L","R","Endo","Macro",0.52
"IL33 & IL33 receptor","L","R","CAF","NK",0.277
"IL33 & IL33 receptor","L","R","Endo","NK",0.528
"IL33 & IL33 receptor","L","R","CAF","T_cell",0.284
"IL33 & IL33 receptor","L","R","Endo","T_cell",0.535
"IL34 & CSF1R","L","R","CAF","Macro",0.864
"IL34 & CSF1R","L","R","Endo","Macro",0.923
"IL6 & HRH1","L","R","CAF","B_cell",0.192
"IL6 & HRH1","L","R","CAF","CAF",0.27
"IL6 & HRH1","L","R","CAF","Endo",0.252
"IL6 & HRH1","L","R","CAF","Macro",0.194
"IL6 & HRH1","L","R","CAF","malignant_cell",0.169
"IL6 & HRH1","L","R","CAF","NK",0.165
"IL6 & HRH1","L","R","CAF","T_cell",0.194
"IL6 & IL6 receptor","L","R","CAF","CAF",0.654
"IL6 & IL6 receptor","L","R","CAF","Endo",0.726
"IL6 & IL6 receptor","L","R","CAF","malignant_cell",0.479
"IL6 & IL6 receptor","L","R","CAF","T_cell",0.494
"IL7 & IL7 receptor","L","R","B_cell","T_cell",0.533
"IL7 & IL7 receptor","L","R","CAF","T_cell",0.582
"IL7 & IL7 receptor","L","R","Endo","T_cell",0.683
"INHBA & ACVR_1A2A receptor","L","R","CAF","CAF",0.404
"INHBA & ACVR_1A2A receptor","L","R","CAF","Endo",0.344
"INHBA & ACVR_1A2A receptor","L","R","CAF","Macro",0.292
"INHBA & ACVR_1A2A receptor","L","R","CAF","malignant_cell",0.323
"INHBA & ACVR_1A2B receptor","L","R","CAF","Endo",0.259
"INHBA & ACVR_1A2B receptor","L","R","CAF","malignant_cell",0.307
"INHBA & ACVR_1B2A receptor","L","R","CAF","CAF",0.334
"INHBA & ACVR_1B2A receptor","L","R","CAF","Macro",0.316
"INHBA & ACVR_1B2A receptor","L","R","CAF","malignant_cell",0.284
"INHBA & ACVR_1B2B receptor","L","R","CAF","CAF",0.334
"INHBA & ACVR_1B2B receptor","L","R","CAF","Macro",0.316
"INHBA & ACVR_1B2B receptor","L","R","CAF","malignant_cell",0.284
"INHBB & ACVR_1A2A receptor","L","R","Endo","CAF",0.244
"INHBB & ACVR_1A2A receptor","L","R","Endo","Endo",0.184
"INHBB & ACVR_1A2A receptor","L","R","Endo","Macro",0.132
"INHBB & ACVR_1A2A receptor","L","R","Endo","malignant_cell",0.163
"INHBB & ACVR_1A2B receptor","L","R","Endo","Endo",0.099
"INHBB & ACVR_1A2B receptor","L","R","Endo","malignant_cell",0.147
"INHBB & ACVR_1B2A receptor","L","R","Endo","CAF",0.174
"INHBB & ACVR_1B2A receptor","L","R","Endo","Macro",0.156
"INHBB & ACVR_1B2A receptor","L","R","Endo","malignant_cell",0.124
"INHBB & ACVR_1B2B receptor","L","R","Endo","CAF",0.174
"INHBB & ACVR_1B2B receptor","L","R","Endo","Macro",0.156
"INHBB & ACVR_1B2B receptor","L","R","Endo","malignant_cell",0.124
"INHBE & ACVR2A","L","R","B_cell","CAF",0.236
"INHBE & ACVR2A","L","R","CAF","CAF",0.198
"INHBE & ACVR2A","L","R","Endo","CAF",0.213
"INHBE & ACVR2A","L","R","Macro","CAF",0.199
"INHBE & ACVR2A","L","R","malignant_cell","CAF",0.192
"INHBE & ACVR2A","L","R","NK","CAF",0.223
"INHBE & ACVR2A","L","R","T_cell","CAF",0.231
"INHBE & ACVR2A","L","R","B_cell","Endo",0.176
"INHBE & ACVR2A","L","R","Endo","Endo",0.153
"INHBE & ACVR2A","L","R","NK","Endo",0.163
"INHBE & ACVR2A","L","R","T_cell","Endo",0.172
"INHBE & ACVR2A","L","R","B_cell","Macro",0.124
"INHBE & ACVR2A","L","R","T_cell","Macro",0.119
"INHBE & ACVR2A","L","R","B_cell","malignant_cell",0.155
"INHBE & ACVR2A","L","R","Endo","malignant_cell",0.132
"INHBE & ACVR2A","L","R","Macro","malignant_cell",0.118
"INHBE & ACVR2A","L","R","malignant_cell","malignant_cell",0.111
"INHBE & ACVR2A","L","R","NK","malignant_cell",0.142
"INHBE & ACVR2A","L","R","T_cell","malignant_cell",0.151
"INHBE & ACVR2B","L","R","B_cell","malignant_cell",0.139
"INHBE & ACVR2B","L","R","Endo","malignant_cell",0.116
"INHBE & ACVR2B","L","R","Macro","malignant_cell",0.102
"INHBE & ACVR2B","L","R","malignant_cell","malignant_cell",0.095
"INHBE & ACVR2B","L","R","NK","malignant_cell",0.126
"INHBE & ACVR2B","L","R","T_cell","malignant_cell",0.134
"JAG1 & CD46","L","R","Endo","B_cell",0.538
"JAG1 & CD46","L","R","CAF","CAF",0.613
"JAG1 & CD46","L","R","Endo","CAF",0.687
"JAG1 & CD46","L","R","CAF","Endo",0.722
"JAG1 & CD46","L","R","Endo","Endo",0.797
"JAG1 & CD46","L","R","malignant_cell","Endo",0.568
"JAG1 & CD46","L","R","CAF","Macro",0.694
"JAG1 & CD46","L","R","Endo","Macro",0.768
"JAG1 & CD46","L","R","malignant_cell","Macro",0.54
"JAG1 & CD46","L","R","CAF","malignant_cell",0.767
"JAG1 & CD46","L","R","Endo","malignant_cell",0.841
"JAG1 & CD46","L","R","malignant_cell","malignant_cell",0.613
"JAG1 & CD46","L","R","CAF","T_cell",0.564
"JAG1 & CD46","L","R","Endo","T_cell",0.638
"JAG1 & NOTCH1","L","R","CAF","B_cell",0.314
"JAG1 & NOTCH1","L","R","Endo","B_cell",0.388
"JAG1 & NOTCH1","L","R","CAF","CAF",0.335
"JAG1 & NOTCH1","L","R","Endo","CAF",0.41
"JAG1 & NOTCH1","L","R","CAF","Endo",0.62
"JAG1 & NOTCH1","L","R","Endo","Endo",0.695
"JAG1 & NOTCH1","L","R","malignant_cell","Endo",0.466
"JAG1 & NOTCH1","L","R","CAF","Macro",0.364
"JAG1 & NOTCH1","L","R","Endo","Macro",0.439
"JAG1 & NOTCH1","L","R","malignant_cell","Macro",0.211
"JAG1 & NOTCH1","L","R","CAF","malignant_cell",0.35
"JAG1 & NOTCH1","L","R","Endo","malignant_cell",0.424
"JAG1 & NOTCH1","L","R","malignant_cell","malignant_cell",0.196
"JAG1 & NOTCH1","L","R","CAF","NK",0.546
"JAG1 & NOTCH1","L","R","Endo","NK",0.621
"JAG1 & NOTCH1","L","R","malignant_cell","NK",0.392
"JAG1 & NOTCH1","L","R","CAF","T_cell",0.39
"JAG1 & NOTCH1","L","R","Endo","T_cell",0.465
"JAG1 & NOTCH1","L","R","malignant_cell","T_cell",0.236
"JAG1 & NOTCH2","L","R","CAF","B_cell",0.522
"JAG1 & NOTCH2","L","R","CAF","CAF",0.659
"JAG1 & NOTCH2","L","R","CAF","Endo",0.351
"JAG1 & NOTCH2","L","R","CAF","Macro",0.554
"JAG1 & NOTCH2","L","R","CAF","malignant_cell",0.554
"JAG1 & NOTCH2","L","R","CAF","NK",0.489
"JAG1 & NOTCH2","L","R","CAF","T_cell",0.364
"JAG1 & NOTCH2","L","R","Endo","B_cell",0.596
"JAG1 & NOTCH2","L","R","Endo","CAF",0.733
"JAG1 & NOTCH2","L","R","Endo","Endo",0.425
"JAG1 & NOTCH2","L","R","Endo","Macro",0.628
"JAG1 & NOTCH2","L","R","Endo","malignant_cell",0.628
"JAG1 & NOTCH2","L","R","Endo","NK",0.563
"JAG1 & NOTCH2","L","R","Endo","T_cell",0.438
"JAG1 & NOTCH2","L","R","malignant_cell","B_cell",0.368
"JAG1 & NOTCH2","L","R","malignant_cell","CAF",0.505
"JAG1 & NOTCH2","L","R","malignant_cell","Macro",0.4
"JAG1 & NOTCH2","L","R","malignant_cell","malignant_cell",0.4
"JAG1 & NOTCH2","L","R","malignant_cell","NK",0.335
"JAG1 & NOTCH3","L","R","CAF","CAF",0.403
"JAG1 & NOTCH3","L","R","Endo","CAF",0.477
"JAG1 & NOTCH3","L","R","malignant_cell","CAF",0.249
"JAG1 & NOTCH4","L","R","CAF","Endo",0.572
"JAG1 & NOTCH4","L","R","CAF","Macro",0.276
"JAG1 & NOTCH4","L","R","CAF","malignant_cell",0.266
"JAG1 & NOTCH4","L","R","Endo","Endo",0.646
"JAG1 & NOTCH4","L","R","Endo","Macro",0.35
"JAG1 & NOTCH4","L","R","Endo","malignant_cell",0.34
"JAG1 & NOTCH4","L","R","malignant_cell","Endo",0.418
"JAG1 & NOTCH4","L","R","malignant_cell","Macro",0.122
"JAG1 & NOTCH4","L","R","malignant_cell","malignant_cell",0.112
"JAG2 & NOTCH1","L","R","Endo","B_cell",0.285
"JAG2 & NOTCH1","L","R","Endo","CAF",0.307
"JAG2 & NOTCH1","L","R","Endo","Endo",0.592
"JAG2 & NOTCH1","L","R","Endo","Macro",0.336
"JAG2 & NOTCH1","L","R","Endo","malignant_cell",0.322
"JAG2 & NOTCH1","L","R","Endo","NK",0.518
"JAG2 & NOTCH1","L","R","Endo","T_cell",0.362
"JAG2 & NOTCH2","L","R","Endo","B_cell",0.493
"JAG2 & NOTCH2","L","R","Endo","CAF",0.63
"JAG2 & NOTCH2","L","R","Endo","Endo",0.322
"JAG2 & NOTCH2","L","R","Endo","Macro",0.525
"JAG2 & NOTCH2","L","R","Endo","malignant_cell",0.525
"JAG2 & NOTCH2","L","R","Endo","NK",0.46
"JAG2 & NOTCH2","L","R","Endo","T_cell",0.335
"JAG2 & NOTCH3","L","R","Endo","CAF",0.374
"JAG2 & NOTCH4","L","R","Endo","Endo",0.544
"JAG2 & NOTCH4","L","R","Endo","Macro",0.247
"JAG2 & NOTCH4","L","R","Endo","malignant_cell",0.237
"JAM2 & a4b1 complex","L","R","B_cell","B_cell",0.647
"JAM2 & a4b1 complex","L","R","B_cell","Macro",0.631
"JAM2 & a4b1 complex","L","R","B_cell","NK",0.681
"JAM2 & a4b1 complex","L","R","B_cell","T_cell",0.712
"JAM2 & a4b1 complex","L","R","CAF","B_cell",0.57
"JAM2 & a4b1 complex","L","R","CAF","Macro",0.555
"JAM2 & a4b1 complex","L","R","CAF","NK",0.605
"JAM2 & a4b1 complex","L","R","CAF","T_cell",0.636
"JAM2 & a4b1 complex","L","R","Endo","B_cell",0.699
"JAM2 & a4b1 complex","L","R","Endo","Macro",0.683
"JAM2 & a4b1 complex","L","R","Endo","NK",0.733
"JAM2 & a4b1 complex","L","R","Endo","T_cell",0.765
"JAM2 & a4b1 complex","L","R","Macro","T_cell",0.578
"JAM2 & a4b1 complex","L","R","malignant_cell","T_cell",0.541
"JAM2 & a4b1 complex","L","R","NK","B_cell",0.627
"JAM2 & a4b1 complex","L","R","NK","Macro",0.611
"JAM2 & a4b1 complex","L","R","NK","NK",0.661
"JAM2 & a4b1 complex","L","R","NK","T_cell",0.693
"JAM2 & a4b1 complex","L","R","T_cell","B_cell",0.62
"JAM2 & a4b1 complex","L","R","T_cell","Macro",0.604
"JAM2 & a4b1 complex","L","R","T_cell","NK",0.654
"JAM2 & a4b1 complex","L","R","T_cell","T_cell",0.686
"JAM2 & JAM3","L","L","B_cell","CAF",0.611
"JAM2 & JAM3","L","L","B_cell","Endo",0.415
"JAM2 & JAM3","L","L","B_cell","malignant_cell",0.459
"JAM2 & JAM3","L","L","CAF","CAF",0.534
"JAM2 & JAM3","L","L","CAF","malignant_cell",0.383
"JAM2 & JAM3","L","L","Endo","CAF",0.663
"JAM2 & JAM3","L","L","Endo","Endo",0.467
"JAM2 & JAM3","L","L","Endo","malignant_cell",0.512
"JAM2 & JAM3","L","L","Macro","CAF",0.476
"JAM2 & JAM3","L","L","Macro","malignant_cell",0.325
"JAM2 & JAM3","L","L","malignant_cell","CAF",0.44
"JAM2 & JAM3","L","L","NK","CAF",0.591
"JAM2 & JAM3","L","L","NK","Endo",0.395
"JAM2 & JAM3","L","L","NK","malignant_cell",0.44
"JAM2 & JAM3","L","L","T_cell","CAF",0.584
"JAM2 & JAM3","L","L","T_cell","Endo",0.388
"JAM2 & JAM3","L","L","T_cell","malignant_cell",0.433
"JAM3 & aMb2 complex","L","R","CAF","Macro",0.72
"JAM3 & aMb2 complex","L","R","CAF","NK",0.583
"JAM3 & aMb2 complex","L","R","Endo","Macro",0.524
"JAM3 & aMb2 complex","L","R","Endo","NK",0.387
"JAM3 & aMb2 complex","L","R","malignant_cell","Macro",0.569
"JAM3 & aMb2 complex","L","R","malignant_cell","NK",0.431
"JAM3 & JAM3","L","L","CAF","CAF",0.651
"JAM3 & JAM3","L","L","CAF","Endo",0.455
"JAM3 & JAM3","L","L","CAF","malignant_cell",0.5
"JAM3 & JAM3","L","L","Endo","CAF",0.455
"JAM3 & JAM3","L","L","Endo","malignant_cell",0.304
"JAM3 & JAM3","L","L","malignant_cell","CAF",0.5
"JAM3 & JAM3","L","L","malignant_cell","Endo",0.304
"JAM3 & JAM3","L","L","malignant_cell","malignant_cell",0.349
"KITLG & EPOR","L","R","CAF","malignant_cell",0.249
"KITLG & EPOR","L","R","Endo","malignant_cell",0.121
"KITLG & KIT","L","R","CAF","CAF",0.215
"KITLG & KIT","L","R","CAF","malignant_cell",0.328
"KITLG & KIT","L","R","Endo","malignant_cell",0.2
"KLRB1 & CLEC2D","R","R","NK","B_cell",1.43
"KLRB1 & CLEC2D","R","R","NK","CAF",0.967
"KLRB1 & CLEC2D","R","R","NK","Endo",0.991
"KLRB1 & CLEC2D","R","R","NK","Macro",0.966
"KLRB1 & CLEC2D","R","R","NK","malignant_cell",1.002
"KLRB1 & CLEC2D","R","R","NK","NK",1.357
"KLRB1 & CLEC2D","R","R","NK","T_cell",1.568
"KLRB1 & CLEC2D","R","R","T_cell","B_cell",0.705
"KLRB1 & CLEC2D","R","R","T_cell","T_cell",0.843
"L1CAM & a5b1 complex","L","R","malignant_cell","CAF",0.446
"L1CAM & a5b1 complex","L","R","malignant_cell","Endo",0.752
"L1CAM & a5b1 complex","L","R","malignant_cell","Macro",0.316
"L1CAM & a5b1 complex","L","R","malignant_cell","malignant_cell",0.124
"L1CAM & a5b1 complex","L","R","malignant_cell","NK",0.27
"L1CAM & aVb3 complex","L","R","malignant_cell","CAF",0.312
"L1CAM & aVb3 complex","L","R","malignant_cell","Endo",0.319
"L1CAM & aVb3 complex","L","R","malignant_cell","Macro",0.217
"L1CAM & aVb3 complex","L","R","malignant_cell","malignant_cell",0.245
"L1CAM & L1CAM","L","L","malignant_cell","malignant_cell",0.14
"LAIR1 & LILRB4","R","R","B_cell","Macro",1.247
"LAIR1 & LILRB4","R","R","CAF","Macro",0.86
"LAIR1 & LILRB4","R","R","Endo","Macro",0.946
"LAIR1 & LILRB4","R","R","Macro","Macro",1.411
"LAIR1 & LILRB4","R","R","malignant_cell","Macro",0.853
"LAIR1 & LILRB4","R","R","NK","Macro",1.219
"LAIR1 & LILRB4","R","R","T_cell","Macro",1.181
"LAMA3 & a3b1 complex","L","R","CAF","Endo",0.262
"LAMA3 & a3b1 complex","L","R","CAF","malignant_cell",0.394
"LAMA3 & a3b1 complex","L","R","Endo","Endo",0.226
"LAMA3 & a3b1 complex","L","R","Endo","malignant_cell",0.358
"LAMC1 & a2b1 complex","L","R","CAF","B_cell",0.513
"LAMC1 & a2b1 complex","L","R","CAF","CAF",0.52
"LAMC1 & a2b1 complex","L","R","CAF","Endo",0.635
"LAMC1 & a2b1 complex","L","R","CAF","Macro",0.467
"LAMC1 & a2b1 complex","L","R","CAF","malignant_cell",0.534
"LAMC1 & a2b1 complex","L","R","CAF","NK",0.504
"LAMC1 & a2b1 complex","L","R","CAF","T_cell",0.535
"LAMC1 & a2b1 complex","L","R","Endo","B_cell",0.443
"LAMC1 & a2b1 complex","L","R","Endo","CAF",0.45
"LAMC1 & a2b1 complex","L","R","Endo","Endo",0.565
"LAMC1 & a2b1 complex","L","R","Endo","Macro",0.397
"LAMC1 & a2b1 complex","L","R","Endo","malignant_cell",0.464
"LAMC1 & a2b1 complex","L","R","Endo","NK",0.433
"LAMC1 & a2b1 complex","L","R","Endo","T_cell",0.465
"LAMC1 & a2b1 complex","L","R","malignant_cell","B_cell",0.284
"LAMC1 & a2b1 complex","L","R","malignant_cell","CAF",0.292
